kind,task,machine_selectable,process_time
0,0,"(6, 8, 7, 2, 1, 5, 9, 3)","(15, 2, 16, 4, 13, 12, 19, 17)"
0,1,"(2, 3)","(19, 12)"
0,2,"(7, 2, 8, 3, 4)","(9, 5, 4, 9, 5)"
0,3,"(7,)","(5,)"
0,4,"(8, 3, 5, 6, 7, 1, 4, 2, 9, 0)","(19, 5, 16, 1, 19, 14, 3, 12, 6, 13)"
1,0,"(0, 3, 1)","(7, 16, 9)"
1,1,"(1, 3, 8, 6, 7, 0, 4, 9, 2, 5)","(18, 14, 2, 13, 20, 13, 18, 16, 5, 18)"
1,2,"(8, 1, 7, 9, 6, 5, 2, 0, 4, 3)","(15, 18, 4, 19, 5, 9, 10, 3, 5, 19)"
1,3,"(8, 5)","(19, 5)"
1,4,"(9, 8, 7, 6, 0, 2, 5, 4, 1)","(9, 13, 4, 7, 13, 18, 14, 5, 17)"
1,5,"(1, 2, 3, 0, 6, 9, 8, 4, 5, 7)","(15, 20, 4, 6, 12, 18, 8, 2, 3, 18)"
1,6,"(2, 7, 9, 6, 0, 1, 3, 4, 5)","(4, 5, 4, 12, 16, 3, 14, 8, 15)"
1,7,"(7, 2, 0, 5, 1, 9, 3, 4, 8)","(3, 5, 7, 8, 3, 11, 10, 13, 10)"
1,8,"(0, 4, 3)","(14, 7, 5)"
2,0,"(8, 3, 6, 7, 4, 5, 1, 0, 2, 9)","(5, 9, 18, 14, 2, 12, 18, 9, 1, 8)"
2,1,"(0, 6, 9, 4, 1, 7, 2, 5, 8, 3)","(10, 15, 1, 18, 2, 5, 1, 17, 16, 1)"
2,2,"(4, 6)","(11, 15)"
2,3,"(2, 0, 6, 7, 4, 9, 8)","(13, 8, 15, 16, 6, 10, 20)"
2,4,"(0, 4, 2, 5, 3, 7)","(10, 12, 8, 2, 5, 13)"
3,0,"(0, 8, 4, 9, 2, 5)","(20, 4, 15, 9, 18, 7)"
3,1,"(6, 2, 9, 4, 1)","(19, 8, 17, 8, 20)"
3,2,"(7,)","(8,)"
3,3,"(8, 5, 6, 0, 7, 3, 9)","(8, 6, 13, 7, 10, 1, 7)"
3,4,"(8,)","(19,)"
3,5,"(1, 5, 6, 7)","(11, 8, 1, 13)"
3,6,"(8, 4, 6, 2, 1)","(9, 16, 3, 17, 14)"
3,7,"(3, 4, 5)","(20, 6, 15)"
4,0,"(7, 1, 0, 2, 6, 8, 4)","(11, 9, 3, 12, 18, 3, 1)"
4,1,"(6, 0)","(17, 14)"
4,2,"(4, 8)","(1, 11)"
4,3,"(9, 5, 3, 7)","(15, 13, 16, 10)"
4,4,"(2,)","(11,)"
4,5,"(6, 4, 1)","(11, 9, 1)"
4,6,"(4, 5, 9, 6, 3, 7, 0)","(5, 12, 18, 19, 1, 17, 19)"
5,0,"(4, 3, 5, 9, 7, 0, 2, 8)","(12, 6, 17, 15, 13, 13, 17, 15)"
5,1,"(0, 7, 3, 5, 8, 2)","(10, 16, 18, 9, 1, 7)"
5,2,"(1, 4, 8, 0, 5)","(2, 6, 12, 13, 16)"
5,3,"(5, 1, 2, 3, 0, 9, 7, 6)","(3, 9, 15, 7, 14, 19, 19, 15)"
5,4,"(3, 4, 0, 9, 5, 2, 6, 1, 8)","(17, 8, 6, 13, 1, 9, 16, 10, 6)"
5,5,"(3, 8)","(7, 18)"
