kind,task,machine_selectable,process_time
0,0,"(8, 1, 3, 13, 5, 14, 0, 11)","(11, 11, 15, 3, 17, 7, 2, 5)"
0,1,"(4, 12, 3, 2, 14, 9, 6, 8, 11, 13)","(15, 19, 7, 8, 20, 5, 1, 18, 8, 6)"
0,2,"(3, 10, 5, 0, 12, 4, 13, 11, 7, 1, 6, 2, 9, 8)","(9, 19, 20, 8, 11, 16, 15, 1, 13, 13, 11, 16, 18, 10)"
0,3,"(14, 12, 9, 1, 13, 7, 8, 4, 3, 0, 10, 6, 11)","(11, 11, 12, 20, 16, 12, 4, 16, 15, 19, 19, 6, 5)"
0,4,"(2, 6, 7, 0, 8, 10, 4, 13)","(20, 1, 7, 14, 14, 14, 16, 6)"
1,0,"(4, 3, 5, 7, 8, 9, 11, 1, 12, 10, 14, 2, 0, 6)","(8, 18, 19, 4, 6, 5, 4, 10, 10, 18, 14, 17, 15, 15)"
1,1,"(7, 2, 5, 6, 10, 4, 9, 0, 12, 14)","(13, 9, 1, 13, 8, 11, 10, 6, 18, 20)"
1,2,"(9, 6, 13, 5, 11, 12, 8, 4)","(9, 13, 15, 7, 4, 7, 20, 5)"
1,3,"(9, 13, 8, 1, 4, 14, 0, 3, 11, 6, 10, 12, 5, 2)","(4, 18, 16, 8, 9, 6, 9, 16, 10, 4, 9, 7, 10, 3)"
1,4,"(3,)","(10,)"
1,5,"(1, 11, 8, 12, 14, 4, 9, 6, 0, 7, 2)","(17, 5, 20, 16, 7, 5, 3, 4, 13, 17, 7)"
1,6,"(0, 7, 5, 2, 13, 10, 3, 8, 14, 4)","(18, 5, 19, 11, 10, 8, 3, 3, 19, 8)"
1,7,"(10, 1, 6, 3, 9, 8, 14, 7, 2, 11, 0, 4, 12, 5)","(10, 1, 3, 13, 3, 8, 11, 8, 17, 7, 2, 14, 13, 17)"
2,0,"(7, 14, 0, 8)","(11, 16, 8, 7)"
2,1,"(5, 3, 8, 14, 4, 11, 7, 10, 6, 0, 12, 9)","(7, 15, 4, 5, 2, 10, 11, 11, 2, 5, 9, 10)"
2,2,"(10, 0)","(1, 8)"
2,3,"(8, 13, 7, 6)","(12, 18, 6, 20)"
2,4,"(6, 11, 13)","(12, 15, 2)"
2,5,"(1, 6, 10, 2, 8)","(14, 18, 1, 8, 11)"
2,6,"(3,)","(3,)"
2,7,"(3, 0, 13)","(7, 15, 6)"
3,0,"(9, 11, 1, 12, 4, 0, 14, 5, 8, 2, 7, 6, 10, 13, 3)","(13, 3, 5, 13, 18, 18, 1, 14, 9, 2, 16, 3, 1, 16, 1)"
3,1,"(6, 3, 10, 1, 7, 2, 11, 0)","(19, 20, 2, 9, 18, 3, 13, 19)"
3,2,"(14, 9, 1, 5, 10, 2, 11, 3, 0, 8, 4, 13, 12, 7)","(18, 19, 19, 17, 6, 2, 7, 9, 3, 5, 11, 6, 16, 13)"
3,3,"(10, 2)","(4, 3)"
3,4,"(11, 8, 5, 12, 2, 10)","(12, 13, 2, 17, 13, 12)"
3,5,"(4, 10, 0, 2, 12, 7, 11, 14, 9, 6, 13, 1, 3)","(6, 13, 19, 6, 15, 2, 9, 5, 1, 11, 16, 13, 16)"
4,0,"(13, 7)","(1, 10)"
4,1,"(9, 5, 0, 10, 3, 7, 12, 11, 6, 4, 1, 13, 2)","(1, 2, 11, 18, 7, 2, 16, 16, 10, 2, 13, 2, 20)"
4,2,"(8, 6, 14, 13, 11, 3, 5, 2)","(13, 2, 5, 20, 5, 16, 1, 15)"
4,3,"(8,)","(11,)"
4,4,"(1, 0)","(12, 2)"
4,5,"(10,)","(1,)"
4,6,"(0, 12, 14, 7, 3, 13, 4, 1, 10, 5, 6, 11, 8, 9, 2)","(15, 19, 15, 2, 13, 10, 4, 10, 13, 5, 2, 19, 19, 4, 10)"
4,7,"(5, 12, 10)","(3, 8, 1)"
4,8,"(2, 4, 0, 14, 3)","(5, 7, 5, 10, 16)"
4,9,"(14, 12, 3, 6, 4, 10, 13, 5, 9, 11)","(16, 7, 8, 13, 10, 8, 5, 6, 7, 8)"
