kind,task,machine_selectable,process_time
0,0,"(0, 2, 3, 9)","(5, 17, 4, 14)"
0,1,"(0, 2, 8)","(10, 17, 20)"
0,2,"(9, 8, 7, 3, 0, 2, 5, 1)","(4, 14, 19, 16, 2, 12, 5, 15)"
0,3,"(3,)","(7,)"
0,4,"(0, 2, 5, 9)","(17, 14, 7, 2)"
0,5,"(6, 9, 4, 8, 0)","(9, 1, 4, 18, 16)"
0,6,"(5, 0, 6, 9, 4)","(3, 1, 19, 7, 11)"
1,0,"(3, 7, 4, 9)","(9, 20, 4, 9)"
1,1,"(0, 1, 5, 9, 6, 3, 4, 8, 2, 7)","(18, 14, 14, 12, 14, 13, 13, 18, 19, 20)"
1,2,"(2, 4, 9, 6, 8, 0)","(7, 7, 4, 7, 13, 17)"
1,3,"(6, 7, 8, 0, 4)","(7, 1, 8, 13, 11)"
1,4,"(0, 8, 1, 4, 2, 6, 3, 9, 7)","(15, 20, 11, 5, 18, 13, 6, 15, 15)"
1,5,"(8, 9)","(20, 9)"
1,6,"(2, 9, 6, 4, 0)","(15, 19, 19, 10, 13)"
1,7,"(8, 1, 5, 0, 6, 4, 9)","(10, 7, 16, 17, 13, 1, 8)"
1,8,"(8, 1, 7)","(10, 19, 19)"
2,0,"(9,)","(16,)"
2,1,"(8, 4, 5, 0, 1, 9, 3, 7, 2, 6)","(16, 16, 8, 15, 15, 1, 4, 1, 18, 10)"
2,2,"(4, 2)","(6, 7)"
2,3,"(2, 0, 8, 9)","(16, 15, 19, 15)"
2,4,"(0, 5, 7, 3, 9, 2, 4, 1, 6, 8)","(7, 12, 9, 12, 16, 3, 9, 7, 20, 13)"
2,5,"(4, 3)","(5, 20)"
3,0,"(3, 6, 5, 1, 4, 9, 8, 2)","(14, 14, 2, 15, 10, 18, 1, 17)"
3,1,"(1, 0, 3, 8, 5, 7)","(1, 8, 14, 8, 16, 18)"
3,2,"(2, 1, 7, 3, 0, 6, 9)","(20, 9, 11, 18, 7, 16, 12)"
3,3,"(9, 3, 2, 7, 8, 5, 1)","(7, 18, 12, 13, 3, 15, 9)"
3,4,"(7,)","(18,)"
3,5,"(7, 3, 4)","(2, 5, 15)"
3,6,"(6, 5, 0, 4)","(16, 20, 3, 3)"
3,7,"(3, 0, 2, 5, 9, 1, 8)","(7, 18, 4, 17, 4, 2, 20)"
3,8,"(8, 9, 4, 2, 3, 6, 0)","(5, 10, 13, 7, 8, 5, 10)"
3,9,"(9, 8, 4, 5, 3, 0, 2, 1, 7, 6)","(3, 13, 20, 5, 1, 12, 12, 18, 5, 18)"
4,0,"(1,)","(12,)"
4,1,"(9, 6, 0, 7, 1, 4, 2)","(2, 6, 7, 11, 10, 5, 7)"
4,2,"(0, 4, 7, 8, 5, 1, 3, 2, 9)","(16, 15, 14, 9, 3, 17, 6, 20, 19)"
4,3,"(8, 2, 4, 3, 7, 9, 6, 5, 0, 1)","(19, 12, 2, 16, 12, 16, 1, 3, 6, 4)"
4,4,"(5, 4, 2, 7, 9, 6, 3, 0, 1)","(5, 13, 20, 7, 14, 7, 13, 4, 2)"
4,5,"(9, 2, 0, 8)","(12, 20, 13, 16)"
4,6,"(1, 5, 7, 6, 9)","(8, 16, 20, 14, 13)"
5,0,"(8, 2, 7, 3, 4)","(10, 5, 9, 7, 9)"
5,1,"(0, 6, 1, 8, 7, 4)","(4, 12, 5, 1, 14, 11)"
5,2,"(3, 0)","(18, 17)"
5,3,"(9, 5, 2, 0, 7, 1, 8, 4, 3)","(11, 15, 7, 14, 10, 3, 20, 16, 5)"
5,4,"(2, 5, 0, 3, 6)","(1, 19, 5, 4, 9)"
5,5,"(4, 3, 6, 1, 2, 7, 8)","(9, 15, 5, 1, 17, 13, 6)"
6,0,"(4, 9, 0, 6, 3, 8, 1)","(13, 19, 2, 9, 15, 9, 3)"
6,1,"(5, 1, 8, 3, 2)","(19, 5, 10, 18, 10)"
6,2,"(1, 3, 2, 4, 0, 7, 8, 5)","(5, 7, 6, 12, 19, 3, 19, 14)"
6,3,"(2, 5, 8, 0, 7, 1, 3, 6, 9, 4)","(18, 4, 3, 8, 18, 12, 18, 16, 7, 9)"
6,4,"(0, 6, 7, 4, 1, 9, 5)","(20, 12, 4, 18, 2, 3, 10)"
6,5,"(6, 8, 0, 5, 7, 1, 2, 3)","(19, 17, 19, 3, 6, 15, 1, 17)"
6,6,"(9, 5, 8, 3, 2, 1, 4, 6, 7)","(16, 14, 4, 17, 10, 17, 4, 16, 7)"
6,7,"(8, 5, 6, 2)","(7, 12, 20, 10)"
6,8,"(3, 5, 8, 4)","(3, 11, 13, 18)"
7,0,"(9, 8, 4, 0, 3)","(2, 10, 15, 20, 8)"
7,1,"(0, 8, 3, 7)","(9, 6, 15, 1)"
7,2,"(8, 9, 2, 5, 1, 7)","(6, 8, 5, 15, 7, 20)"
7,3,"(0, 4, 3, 2, 5, 9, 1, 8, 6, 7)","(7, 11, 20, 18, 14, 11, 18, 10, 20, 13)"
7,4,"(1, 2, 4)","(4, 13, 19)"
7,5,"(5, 3, 8)","(14, 5, 3)"
