kind,task,machine_selectable,process_time
0,0,"(6,)","(4,)"
0,1,"(0, 5)","(5, 14)"
0,2,"(4, 2, 7, 8, 0, 6, 1, 9, 5)","(16, 8, 2, 3, 6, 17, 13, 2, 3)"
0,3,"(1, 8, 2, 6, 5)","(14, 5, 1, 8, 15)"
0,4,"(8, 5, 9, 0, 4, 6)","(5, 5, 5, 9, 1, 16)"
0,5,"(3, 2, 0, 6, 5)","(4, 17, 19, 11, 6)"
0,6,"(0, 3, 8, 5, 9, 7, 2, 4)","(4, 1, 4, 12, 1, 18, 16, 18)"
0,7,"(7,)","(7,)"
1,0,"(8, 4, 1, 2)","(13, 10, 19, 11)"
1,1,"(1,)","(8,)"
1,2,"(8, 9)","(9, 12)"
1,3,"(6, 7, 5, 4, 3, 1, 0, 2, 8, 9)","(15, 6, 15, 17, 7, 8, 9, 12, 3, 9)"
1,4,"(7, 3)","(10, 17)"
2,0,"(8, 0, 1, 9, 4)","(6, 8, 8, 15, 19)"
2,1,"(6, 2, 3, 1)","(5, 15, 10, 9)"
2,2,"(6, 1, 8, 9, 0, 2, 3, 5)","(8, 2, 7, 5, 15, 15, 13, 8)"
2,3,"(4, 8, 5, 2, 3, 9, 1, 6, 7)","(16, 8, 1, 1, 14, 6, 8, 10, 20)"
2,4,"(3, 6, 9, 4, 1, 2)","(19, 3, 17, 8, 2, 4)"
2,5,"(5, 2, 9, 4, 8, 1, 7, 3, 0)","(20, 14, 16, 16, 4, 15, 18, 7, 8)"
2,6,"(2, 6, 9)","(2, 3, 11)"
2,7,"(2, 8, 4, 7, 9, 0, 5, 6, 1, 3)","(2, 12, 18, 6, 20, 7, 8, 7, 18, 15)"
3,0,"(5, 1, 3, 6, 0, 4, 2)","(17, 9, 3, 20, 20, 6, 10)"
3,1,"(2, 0, 4, 1, 5, 8, 7, 9, 3)","(4, 7, 15, 3, 16, 20, 14, 17, 17)"
3,2,"(8, 2, 9, 6, 0, 3, 1, 5, 4, 7)","(5, 11, 8, 8, 6, 5, 16, 8, 6, 20)"
3,3,"(1, 3, 6, 5, 0, 9, 4, 7)","(16, 12, 16, 3, 5, 18, 16, 11)"
3,4,"(7, 5, 6, 3, 0, 4, 1, 2)","(7, 20, 16, 3, 18, 8, 14, 19)"
3,5,"(8, 1)","(3, 19)"
3,6,"(9, 0, 7, 8)","(16, 1, 13, 15)"
3,7,"(1, 8, 3, 2)","(4, 5, 17, 13)"
3,8,"(8, 3, 2, 6, 4, 5)","(4, 10, 6, 1, 14, 14)"
4,0,"(8, 6, 4, 0, 9, 7, 1, 3, 5, 2)","(18, 7, 19, 17, 4, 12, 7, 3, 2, 13)"
4,1,"(1, 7, 8, 0, 4, 9, 6, 2, 5)","(3, 18, 12, 1, 10, 6, 1, 15, 4)"
4,2,"(2, 9, 5)","(15, 4, 5)"
4,3,"(0, 7, 3, 2)","(12, 6, 8, 16)"
4,4,"(3,)","(5,)"
4,5,"(4, 0)","(9, 12)"
5,0,"(4, 5, 3, 2, 6, 1, 0, 8, 9)","(4, 16, 6, 13, 16, 14, 12, 9, 7)"
5,1,"(7, 4, 0, 8)","(17, 11, 10, 12)"
5,2,"(0,)","(20,)"
5,3,"(7, 8, 1)","(15, 17, 3)"
5,4,"(2, 7, 1, 0, 3, 9, 6, 4, 5)","(8, 1, 15, 15, 17, 1, 4, 19, 16)"
5,5,"(4, 9, 7)","(13, 11, 8)"
5,6,"(2, 9)","(18, 1)"
5,7,"(7, 1, 4)","(16, 7, 4)"
6,0,"(6, 2, 4)","(12, 17, 13)"
6,1,"(5,)","(2,)"
6,2,"(5, 7, 8)","(16, 16, 13)"
6,3,"(1, 4, 5)","(16, 3, 16)"
6,4,"(1, 0, 7, 4, 3)","(2, 20, 17, 16, 13)"
6,5,"(2, 6, 4, 8, 1)","(10, 5, 4, 17, 9)"
7,0,"(2, 4, 1, 6, 7, 9, 0)","(14, 5, 5, 20, 17, 8, 2)"
7,1,"(4, 2, 8, 3, 6, 0, 7, 9, 5, 1)","(8, 10, 3, 19, 4, 10, 4, 16, 7, 15)"
7,2,"(3,)","(15,)"
7,3,"(4, 1)","(5, 12)"
7,4,"(6, 4)","(3, 14)"
7,5,"(5, 1, 2, 6, 8, 3)","(17, 11, 6, 11, 20, 19)"
7,6,"(6, 3, 2, 5, 1, 8, 0)","(20, 4, 5, 1, 6, 11, 17)"
7,7,"(4, 3, 1, 6)","(17, 20, 19, 12)"
7,8,"(3, 0, 4, 9, 7)","(4, 1, 4, 20, 13)"
7,9,"(2, 4)","(14, 8)"
8,0,"(6, 8, 3, 5, 1, 7, 2, 9, 4, 0)","(11, 5, 15, 15, 9, 8, 20, 16, 14, 12)"
8,1,"(3, 7, 5, 4, 6)","(6, 15, 5, 1, 19)"
8,2,"(8, 5, 2, 1, 0, 7, 6, 9)","(5, 13, 14, 3, 8, 20, 16, 8)"
8,3,"(4,)","(8,)"
8,4,"(0, 6, 8, 3, 4, 7, 5)","(12, 5, 18, 5, 20, 3, 18)"
8,5,"(9, 0, 4, 8, 2, 7, 3)","(18, 8, 18, 6, 7, 7, 20)"
8,6,"(6, 8, 0, 4, 5, 3, 7, 1, 2, 9)","(18, 13, 2, 14, 1, 14, 10, 2, 12, 3)"
9,0,"(5, 1)","(3, 9)"
9,1,"(3, 1, 6)","(15, 8, 13)"
9,2,"(4, 2, 6, 5, 7)","(12, 10, 8, 20, 2)"
9,3,"(8, 5, 6, 4, 3, 2, 9, 7)","(10, 16, 6, 1, 3, 14, 19, 20)"
9,4,"(4,)","(12,)"
9,5,"(7, 1, 9, 8)","(19, 2, 13, 16)"
9,6,"(5, 6, 8)","(13, 13, 6)"
9,7,"(7, 0, 5, 4, 1, 2, 3)","(20, 3, 18, 6, 7, 17, 6)"
