kind,task,machine_selectable,process_time
0,0,"(8, 4, 6, 5, 0, 7, 2, 1, 3)","(6, 11, 14, 1, 8, 16, 4, 7, 1)"
0,1,"(4, 9, 5, 6)","(10, 10, 1, 15)"
0,2,"(4, 8, 6, 7, 3, 2, 0, 1, 5, 9)","(8, 8, 9, 4, 19, 4, 2, 8, 9, 11)"
0,3,"(0, 6, 8)","(12, 4, 7)"
0,4,"(0, 1, 7, 2, 6, 3, 9, 4, 5, 8)","(3, 4, 16, 8, 10, 11, 16, 8, 15, 3)"
0,5,"(9,)","(17,)"
0,6,"(4, 5, 6, 3, 8, 7)","(2, 7, 16, 2, 14, 12)"
1,0,"(8, 1, 9, 6)","(2, 13, 14, 1)"
1,1,"(0, 6, 9, 7, 1, 5, 2)","(8, 11, 5, 20, 18, 9, 20)"
1,2,"(1, 6, 5)","(4, 10, 19)"
1,3,"(5, 3, 7, 4, 2, 1, 8, 6)","(9, 15, 20, 19, 18, 10, 17, 2)"
1,4,"(9, 7, 4)","(4, 10, 1)"
1,5,"(9, 2, 4, 6, 0)","(19, 3, 5, 19, 2)"
1,6,"(1,)","(16,)"
1,7,"(5, 8, 2, 9)","(6, 5, 12, 15)"
1,8,"(8, 3)","(11, 13)"
1,9,"(9,)","(1,)"
2,0,"(2, 0, 7, 8, 6, 5, 1)","(10, 4, 6, 1, 4, 12, 4)"
2,1,"(8, 3, 4, 7, 0, 5, 6, 1, 2, 9)","(4, 3, 1, 13, 5, 16, 10, 13, 10, 19)"
2,2,"(9, 4, 0, 1)","(20, 9, 10, 6)"
2,3,"(8, 1)","(19, 10)"
2,4,"(4, 0, 3, 6, 9, 5, 2, 8)","(12, 14, 4, 9, 13, 16, 3, 19)"
3,0,"(0, 8, 3, 6, 2, 7, 1)","(2, 6, 11, 6, 20, 16, 12)"
3,1,"(2, 0, 6, 7, 8, 1, 4, 9)","(18, 13, 7, 12, 7, 15, 5, 6)"
3,2,"(3, 2, 5)","(17, 12, 20)"
3,3,"(3, 4, 7, 9, 6, 0, 1, 2, 5)","(10, 13, 10, 6, 1, 13, 3, 7, 7)"
3,4,"(7, 3, 0, 2, 5, 8, 1, 6, 9)","(17, 14, 19, 17, 13, 11, 3, 5, 14)"
3,5,"(8, 5, 3, 4, 7, 1)","(12, 11, 1, 8, 15, 12)"
3,6,"(9, 8, 4, 6, 7, 2, 1)","(20, 15, 10, 4, 13, 19, 9)"
3,7,"(5, 8, 0)","(4, 19, 4)"
3,8,"(3, 1, 2, 7, 9, 6)","(13, 11, 17, 7, 7, 11)"
3,9,"(7,)","(3,)"
4,0,"(6, 2, 0, 4, 1, 3, 5, 9, 8, 7)","(12, 5, 1, 2, 2, 2, 9, 11, 4, 4)"
4,1,"(9, 1, 6, 4, 2, 0, 3, 8, 7)","(18, 20, 17, 12, 10, 8, 8, 3, 15)"
4,2,"(7, 2, 0, 9, 8)","(16, 1, 11, 4, 4)"
4,3,"(6, 4, 5, 7, 3, 0, 9, 2, 1)","(5, 7, 12, 17, 12, 12, 7, 3, 19)"
4,4,"(5, 1, 6)","(13, 16, 18)"
4,5,"(9, 8, 2, 6, 0, 1, 7)","(6, 15, 1, 4, 2, 2, 16)"
4,6,"(2, 0, 3, 6, 9, 4, 1, 5)","(11, 1, 12, 3, 16, 11, 2, 1)"
4,7,"(1, 7, 5, 6, 4)","(3, 12, 2, 6, 16)"
4,8,"(0, 2, 1, 5, 9, 6, 3, 7, 4)","(8, 1, 6, 5, 4, 3, 6, 3, 13)"
4,9,"(3,)","(17,)"
5,0,"(6, 9, 5, 3, 2, 0, 7, 4, 1, 8)","(2, 13, 9, 1, 2, 19, 1, 13, 18, 14)"
5,1,"(7, 9)","(17, 7)"
5,2,"(7, 8, 0, 6)","(16, 18, 16, 9)"
5,3,"(4, 9, 6, 3)","(5, 17, 16, 8)"
5,4,"(5, 9, 8, 6, 0)","(8, 8, 12, 2, 15)"
5,5,"(3, 5, 7, 0, 6, 4, 8, 9, 1)","(14, 3, 4, 6, 11, 11, 8, 10, 20)"
5,6,"(6, 4, 9, 7, 1, 3, 8, 0, 5, 2)","(11, 1, 2, 17, 19, 18, 4, 6, 9, 12)"
6,0,"(9,)","(7,)"
6,1,"(0,)","(2,)"
6,2,"(0, 1, 7, 2)","(16, 7, 20, 16)"
6,3,"(5, 6, 0, 8, 3, 4)","(4, 20, 10, 19, 6, 3)"
6,4,"(0, 7, 2, 4, 9)","(20, 7, 19, 3, 5)"
7,0,"(7, 5, 2, 9, 0, 6)","(5, 16, 2, 1, 4, 16)"
7,1,"(8, 0, 9, 3, 5)","(5, 18, 16, 17, 18)"
7,2,"(3,)","(10,)"
7,3,"(4, 0, 2, 5)","(18, 19, 14, 15)"
7,4,"(2, 4)","(7, 14)"
8,0,"(4, 5)","(14, 13)"
8,1,"(8,)","(20,)"
8,2,"(6, 2, 4, 0, 9)","(3, 8, 20, 3, 15)"
8,3,"(5, 3, 4, 1, 2)","(3, 18, 3, 5, 3)"
8,4,"(5, 4, 9, 2, 0, 8, 3)","(2, 8, 5, 12, 3, 16, 5)"
8,5,"(5, 6, 8, 0, 3, 4, 1, 7)","(4, 10, 7, 11, 7, 20, 17, 9)"
9,0,"(6, 5, 8)","(11, 17, 20)"
9,1,"(1,)","(18,)"
